train_loss,epoch,step,val_loss,val_acc,train_acc
0.7547475695610046,0,49,,,
0.7018314599990845,0,99,,,
0.7295582294464111,0,149,,,
0.7876204252243042,0,199,,,
0.7027806639671326,0,249,,,
0.6536074876785278,0,299,,,
0.6444929838180542,0,349,,,
0.770855188369751,0,399,,,
0.8425410985946655,0,449,,,
,0,449,0.7665260434150696,0.42250001430511475,
,0,449,,,0.42597222328186035
0.6701304316520691,1,499,,,
0.6720573306083679,1,549,,,
0.6395111083984375,1,599,,,
0.623174786567688,1,649,,,
0.519670307636261,1,699,,,
0.5990592241287231,1,749,,,
0.5393403172492981,1,799,,,
0.6169790625572205,1,849,,,
0.5887776017189026,1,899,,,
,1,899,0.6094553470611572,0.6725000143051147,
,1,899,,,0.6334027647972107
0.6628463864326477,2,949,,,
0.5302191376686096,2,999,,,
0.6410144567489624,2,1049,,,
0.5909286737442017,2,1099,,,
0.5880436897277832,2,1149,,,
0.6356639862060547,2,1199,,,
0.5601858496665955,2,1249,,,
0.4512227177619934,2,1299,,,
0.5708593130111694,2,1349,,,
,2,1349,0.5580962896347046,0.7112500071525574,
,2,1349,,,0.711180567741394
0.431531697511673,3,1399,,,
0.521517276763916,3,1449,,,
0.6649678349494934,3,1499,,,
0.46556735038757324,3,1549,,,
0.6632640957832336,3,1599,,,
0.40741539001464844,3,1649,,,
0.3861621022224426,3,1699,,,
0.4487591087818146,3,1749,,,
0.37516093254089355,3,1799,,,
,3,1799,0.5198240876197815,0.7450000047683716,
,3,1799,,,0.7411805391311646
0.6214717030525208,4,1849,,,
0.339937686920166,4,1899,,,
0.49435901641845703,4,1949,,,
0.41037413477897644,4,1999,,,
0.38699066638946533,4,2049,,,
0.5310375690460205,4,2099,,,
0.6420080661773682,4,2149,,,
0.42033275961875916,4,2199,,,
0.4641191363334656,4,2249,,,
,4,2249,0.4871344268321991,0.7787500023841858,
,4,2249,,,0.7641666531562805
0.361815869808197,5,2299,,,
0.4307316243648529,5,2349,,,
0.43998152017593384,5,2399,,,
0.6471312642097473,5,2449,,,
0.42689386010169983,5,2499,,,
0.7132814526557922,5,2549,,,
0.5012152791023254,5,2599,,,
0.4987785220146179,5,2649,,,
0.44306647777557373,5,2699,,,
,5,2699,0.46572333574295044,0.7850000262260437,
,5,2699,,,0.789097249507904
0.5382755398750305,6,2749,,,
0.4749980568885803,6,2799,,,
0.3278485834598541,6,2849,,,
0.40076467394828796,6,2899,,,
0.3600282073020935,6,2949,,,
0.4071674048900604,6,2999,,,
0.4484521150588989,6,3049,,,
0.49835196137428284,6,3099,,,
0.4040031135082245,6,3149,,,
,6,3149,0.4307337701320648,0.8112499713897705,
,6,3149,,,0.8113194704055786
0.36965087056159973,7,3199,,,
0.3890524208545685,7,3249,,,
0.39122337102890015,7,3299,,,
0.39834827184677124,7,3349,,,
0.27061906456947327,7,3399,,,
0.3443640470504761,7,3449,,,
0.3768168091773987,7,3499,,,
0.3624058961868286,7,3549,,,
0.39756718277931213,7,3599,,,
,7,3599,0.41309916973114014,0.8256250023841858,
,7,3599,,,0.824305534362793
0.4326353669166565,8,3649,,,
0.5861934423446655,8,3699,,,
0.40688517689704895,8,3749,,,
0.34627848863601685,8,3799,,,
0.2804136574268341,8,3849,,,
0.5020819902420044,8,3899,,,
0.45468270778656006,8,3949,,,
0.365536093711853,8,3999,,,
0.3164242208003998,8,4049,,,
,8,4049,0.3839176297187805,0.8374999761581421,
,8,4049,,,0.8345139026641846
0.3901140093803406,9,4099,,,
0.3807496428489685,9,4149,,,
0.6246208548545837,9,4199,,,
0.39486536383628845,9,4249,,,
0.24902398884296417,9,4299,,,
0.46477827429771423,9,4349,,,
0.3727306127548218,9,4399,,,
0.42268607020378113,9,4449,,,
0.5538575649261475,9,4499,,,
,9,4499,0.4153350591659546,0.8131250143051147,
,9,4499,,,0.8415277600288391
0.3503257930278778,10,4549,,,
0.30777034163475037,10,4599,,,
0.6785770058631897,10,4649,,,
0.5287509560585022,10,4699,,,
0.28090667724609375,10,4749,,,
0.6137404441833496,10,4799,,,
0.24428477883338928,10,4849,,,
0.3616030514240265,10,4899,,,
0.3179495930671692,10,4949,,,
,10,4949,0.3771677315235138,0.8506249785423279,
,10,4949,,,0.8457638621330261
0.2754582464694977,11,4999,,,
0.28394460678100586,11,5049,,,
0.39703279733657837,11,5099,,,
0.25933268666267395,11,5149,,,
0.3892538249492645,11,5199,,,
0.26307886838912964,11,5249,,,
0.431508332490921,11,5299,,,
0.5666933059692383,11,5349,,,
0.15839219093322754,11,5399,,,
,11,5399,0.3680564761161804,0.8475000262260437,
,11,5399,,,0.8556944727897644
0.4263440668582916,12,5449,,,
0.17728553712368011,12,5499,,,
0.2223551869392395,12,5549,,,
0.45451226830482483,12,5599,,,
0.5032216906547546,12,5649,,,
0.1610441356897354,12,5699,,,
0.25400620698928833,12,5749,,,
0.36211442947387695,12,5799,,,
0.5587232708930969,12,5849,,,
,12,5849,0.37062305212020874,0.8412500023841858,
,12,5849,,,0.8565972447395325
0.29831770062446594,13,5899,,,
0.324942022562027,13,5949,,,
0.4167141020298004,13,5999,,,
0.48419615626335144,13,6049,,,
0.2524721920490265,13,6099,,,
0.2266084998846054,13,6149,,,
0.1674964725971222,13,6199,,,
0.43692243099212646,13,6249,,,
0.2694896161556244,13,6299,,,
,13,6299,0.3651595711708069,0.8481249809265137,
,13,6299,,,0.8617361187934875
0.2936829626560211,14,6349,,,
0.49581223726272583,14,6399,,,
0.6041244268417358,14,6449,,,
0.4233229458332062,14,6499,,,
0.2007053643465042,14,6549,,,
0.31098610162734985,14,6599,,,
0.3417726755142212,14,6649,,,
0.35832861065864563,14,6699,,,
0.31813687086105347,14,6749,,,
,14,6749,0.34888583421707153,0.8675000071525574,
,14,6749,,,0.8662499785423279
0.24311916530132294,15,6799,,,
0.3907719552516937,15,6849,,,
