train_loss,epoch,step,val_loss,val_acc,train_acc
5.521736145019531,0,49,,,
4.895563125610352,0,99,,,
5.0047454833984375,0,149,,,
5.046100616455078,0,199,,,
4.943592548370361,0,249,,,
5.143013000488281,0,299,,,
4.708186149597168,0,349,,,
4.7171549797058105,0,399,,,
4.8357038497924805,0,449,,,
4.3588337898254395,0,499,,,
4.5821356773376465,0,549,,,
4.439642429351807,0,599,,,
4.204494953155518,0,649,,,
4.478036880493164,0,699,,,
4.298117637634277,0,749,,,
4.096194267272949,0,799,,,
4.011180877685547,0,849,,,
4.216169834136963,0,899,,,
4.484557151794434,0,949,,,
4.104142189025879,0,999,,,
3.692544937133789,0,1049,,,
4.453470230102539,0,1099,,,
3.682076930999756,0,1149,,,
3.840163230895996,0,1199,,,
3.797964334487915,0,1249,,,
3.8406577110290527,0,1299,,,
3.6188454627990723,0,1349,,,
3.834209442138672,0,1399,,,
,0,1405,4.105480670928955,0.13259999454021454,
,0,1405,,,0.09320545941591263
3.7920212745666504,1,1449,,,
3.5000667572021484,1,1499,,,
3.8081345558166504,1,1549,,,
3.4931252002716064,1,1599,,,
3.978633403778076,1,1649,,,
3.508906602859497,1,1699,,,
3.391110897064209,1,1749,,,
3.616626262664795,1,1799,,,
3.461439371109009,1,1849,,,
3.4777793884277344,1,1899,,,
3.400597095489502,1,1949,,,
3.4806671142578125,1,1999,,,
3.221205234527588,1,2049,,,
3.203566312789917,1,2099,,,
3.143160343170166,1,2149,,,
3.287722587585449,1,2199,,,
3.9331226348876953,1,2249,,,
4.126019477844238,1,2299,,,
3.212904691696167,1,2349,,,
3.5806846618652344,1,2399,,,
3.2827515602111816,1,2449,,,
3.1130285263061523,1,2499,,,
3.114006996154785,1,2549,,,
3.384584426879883,1,2599,,,
3.1622467041015625,1,2649,,,
3.1235387325286865,1,2699,,,
3.278594732284546,1,2749,,,
3.100796937942505,1,2799,,,
,1,2811,3.5354344844818115,0.22020000219345093,
,1,2811,,,0.21433810889720917
3.2199759483337402,2,2849,,,
2.975954055786133,2,2899,,,
3.30641508102417,2,2949,,,
2.920100450515747,2,2999,,,
3.2012546062469482,2,3049,,,
3.1090707778930664,2,3099,,,
2.8780698776245117,2,3149,,,
3.5884194374084473,2,3199,,,
3.2431631088256836,2,3249,,,
2.6177544593811035,2,3299,,,
2.916533946990967,2,3349,,,
3.3131256103515625,2,3399,,,
2.913872718811035,2,3449,,,
3.108956813812256,2,3499,,,
2.89558744430542,2,3549,,,
3.421424388885498,2,3599,,,
2.3786864280700684,2,3649,,,
2.8014626502990723,2,3699,,,
3.1525068283081055,2,3749,,,
2.708503484725952,2,3799,,,
3.0064706802368164,2,3849,,,
2.5644164085388184,2,3899,,,
3.1227123737335205,2,3949,,,
2.8202362060546875,2,3999,,,
3.005394220352173,2,4049,,,
2.7806997299194336,2,4099,,,
2.845931053161621,2,4149,,,
2.8205368518829346,2,4199,,,
,2,4217,3.312596082687378,0.25850000977516174,
,2,4217,,,0.3003756105899811
2.623278856277466,3,4249,,,
2.6248435974121094,3,4299,,,
2.55031681060791,3,4349,,,
